pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,updated,numdelta_all_administered,numavglast7_all_administered
48,Alberta,2021-10-31,6528133,2021-10-28,3269457,3001199,257477,0,,14849.3
47,Saskatchewan,2021-10-31,1667740,2021-10-30,871565,796175,,1,3265,3005.1
12,Nova Scotia,2021-10-31,1572667,2021-10-28,808831,761334,2502,0,,2039.4
46,Manitoba,2021-10-31,2079815,2021-10-28,1045588,1001766,,0,,2756.7
13,New Brunswick,2021-10-31,1236332,2021-10-29,643962,589744,,1,1453,1699.0
10,Newfoundland and Labrador,2021-10-31,867551,2021-10-28,450547,417881,,0,,1636.1
11,Prince Edward Island,2021-10-31,264696,2021-10-23,135876,127759,,0,,300.7
61,Northwest Territories,2021-10-31,71531,2021-10-23,36743,34788,,0,,90.9
62,Nunavut,2021-10-31,48763,2021-10-26,26011,22752,,0,,87.9
60,Yukon,2021-10-31,67762,2021-10-29,34214,33082,466,0,,70.7
1,Canada,2021-11-01,58471918,2021-11-01,29713934,28214615,425267,1,109808,66803.9
24,Quebec,2021-11-01,13249444,2021-10-31,6706761,6421803,,1,25885,10513.0
35,Ontario,2021-11-01,22522144,2021-10-31,11499285,11022859,,1,7427,18179.6
59,British Columbia,2021-11-01,8250566,2021-10-31,4174647,3956474,119445,1,31722,13422.6
48,Alberta,2021-11-01,6559777,2021-10-31,3275828,3019438,264511,1,31644,13522.0
47,Saskatchewan,2021-11-01,1669808,2021-10-31,872111,797697,,1,2068,3025.0
12,Nova Scotia,2021-11-01,1576169,2021-10-31,809879,763311,2979,1,3502,1913.6
46,Manitoba,2021-11-01,2086127,2021-10-31,1046989,1004242,37858,1,6312,2531.0
13,New Brunswick,2021-11-01,1236982,2021-10-30,644761,592221,,1,650,1557.9
10,Newfoundland and Labrador,2021-11-01,867551,2021-10-28,450547,417881,,0,,1636.1
11,Prince Edward Island,2021-11-01,264696,2021-10-23,135876,127759,,0,,300.7
61,Northwest Territories,2021-11-01,72045,2021-10-30,36975,35070,,1,514,73.4
62,Nunavut,2021-11-01,48763,2021-10-26,26011,22752,,0,,87.9
60,Yukon,2021-11-01,67846,2021-10-31,34264,33108,474,1,84,41.1
1,Canada,2021-11-02,58516157,2021-11-02,29722686,28233684,433244,1,44239,62891.7
24,Quebec,2021-11-02,13260203,2021-11-01,6706761,6424323,,1,10759,10778.6
35,Ontario,2021-11-02,22535918,2021-11-01,11504396,11031522,,1,13774,17514.7
59,British Columbia,2021-11-02,8263575,2021-11-01,4176602,3960804,126169,1,13009,13199.4
48,Alberta,2021-11-02,6559777,2021-10-31,3275828,3019438,264511,0,,11029.0
47,Saskatchewan,2021-11-02,1670748,2021-11-01,872379,798369,,1,940,3015.4
12,Nova Scotia,2021-11-02,1577463,2021-11-01,810271,763954,3238,1,1294,1818.6
46,Manitoba,2021-11-02,2088282,2021-11-01,1047425,1004937,38852,1,2155,2564.0
13,New Brunswick,2021-11-02,1238273,2021-10-31,645152,593121,,1,1291,1604.1
10,Newfoundland and Labrador,2021-11-02,867551,2021-10-28,450547,417881,,0,,867.6
11,Prince Edward Island,2021-11-02,265713,2021-10-30,136075,128405,,1,2085,297.9
61,Northwest Territories,2021-11-02,72045,2021-10-30,36975,35070,,0,,73.4
62,Nunavut,2021-11-02,48763,2021-10-26,26011,22752,,0,,87.9
60,Yukon,2021-11-02,67846,2021-10-31,34264,33108,474,0,,41.1
1,Canada,2021-11-03,58591901,2021-11-03,29741151,28268106,449862,1,75744,63099.7
24,Quebec,2021-11-03,13271874,2021-11-02,6709659,6426943,,1,11671,10933.6
35,Ontario,2021-11-03,22552851,2021-11-02,11510553,11042298,,1,16933,16825.0
59,British Columbia,2021-11-03,8278198,2021-11-02,4178790,3965450,133958,1,14623,13077.9
48,Alberta,2021-11-03,6583429,2021-11-02,3280899,3031345,271185,1,23652,12231.4
47,Saskatchewan,2021-11-03,1673076,2021-11-02,873045,800031,,1,2328,2921.6
12,Nova Scotia,2021-11-03,1579333,2021-11-02,810732,764967,3634,1,1870,1703.9
46,Manitoba,2021-11-03,2090806,2021-11-02,1047861,1005742,40049,1,2524,2562.3
13,New Brunswick,2021-11-03,1239306,2021-11-01,645469,593837,,1,1033,1422.9
10,Newfoundland and Labrador,2021-11-03,867551,2021-10-28,450547,417881,,0,,867.6
11,Prince Edward Island,2021-11-03,265713,2021-10-30,136075,128405,,0,,297.9
61,Northwest Territories,2021-11-03,72045,2021-10-30,36975,35070,,0,,73.4
62,Nunavut,2021-11-03,49251,2021-11-02,26247,23004,,1,488,69.7
60,Yukon,2021-11-03,68468,2021-11-02,34299,33133,1036,1,622,112.7
1,Canada,2021-11-04,58667989,2021-11-04,29757376,28302492,465350,1,76088,62578.3
24,Quebec,2021-11-04,13285370,2021-11-03,6709659,6430670,,1,13496,10807.9
35,Ontario,2021-11-04,22569439,2021-11-03,11516403,11053036,,1,16588,16279.3
59,British Columbia,2021-11-04,8295846,2021-11-03,4181884,3970889,143073,1,17648,13773.4
48,Alberta,2021-11-04,6594604,2021-11-03,3283263,3036907,274434,1,11175,11638.9
47,Saskatchewan,2021-11-04,1676433,2021-11-03,874057,802376,,1,3357,2893.1
12,Nova Scotia,2021-11-04,1581328,2021-11-03,811192,766001,4135,1,1995,1634.1
46,Manitoba,2021-11-04,2094074,2021-11-03,1048532,1006721,42672,1,3268,2534.0
13,New Brunswick,2021-11-04,1240401,2021-11-02,645802,594599,,1,1095,1269.1
10,Newfoundland and Labrador,2021-11-04,873688,2021-11-03,452756,421154,,1,6137,1157.4
11,Prince Edward Island,2021-11-04,267042,2021-11-03,136307,128932,,1,1329,335.1
61,Northwest Territories,2021-11-04,72045,2021-10-30,36975,35070,,0,,73.4
62,Nunavut,2021-11-04,49251,2021-11-02,26247,23004,,0,,69.7
60,Yukon,2021-11-04,68468,2021-11-02,34299,33133,1036,0,,112.7
1,Canada,2021-11-05,58739700,2021-11-05,29775252,28335052,481203,1,71711,60849.6
24,Quebec,2021-11-05,13301485,2021-11-04,6714880,6435931,,1,16115,11132.3
35,Ontario,2021-11-05,22585340,2021-11-04,11521845,11063495,,1,15901,15526.6
59,British Columbia,2021-11-05,8311858,2021-11-04,4184269,3976133,151456,1,16012,13287.7
48,Alberta,2021-11-05,6606404,2021-11-04,3285428,3042368,278608,1,11800,11181.6
47,Saskatchewan,2021-11-05,1679851,2021-11-04,875092,804759,,1,3418,2813.7
12,Nova Scotia,2021-11-05,1583479,2021-11-04,811693,767200,4586,1,2151,1544.6
46,Manitoba,2021-11-05,2097725,2021-11-04,1049252,1007812,44723,1,3651,2558.6
13,New Brunswick,2021-11-05,1242174,2021-11-03,646150,596024,,1,1773,1209.7
10,Newfoundland and Labrador,2021-11-05,873688,2021-11-03,452756,421154,,0,,876.7
11,Prince Edward Island,2021-11-05,267042,2021-11-03,136307,128932,,0,,335.1
61,Northwest Territories,2021-11-05,72045,2021-10-30,36975,35070,,0,,73.4
62,Nunavut,2021-11-05,49251,2021-11-02,26247,23004,,0,,69.7
60,Yukon,2021-11-05,69358,2021-11-04,34358,33170,1830,1,890,239.9
1,Canada,2021-11-06,58753320,2021-11-06,29779482,28344442,481203,1,13620,58809.7
24,Quebec,2021-11-06,13301485,2021-11-04,6714880,6435931,,0,,11132.3
35,Ontario,2021-11-06,22594149,2021-11-05,11524786,11069363,,1,8809,13596.0
59,British Columbia,2021-11-06,8311858,2021-11-04,4184269,3976133,151456,0,,13287.7
48,Alberta,2021-11-06,6606404,2021-11-04,3285428,3042368,278608,0,,11181.6
47,Saskatchewan,2021-11-06,1683452,2021-11-05,876133,807319,,1,3601,2711.0
12,Nova Scotia,2021-11-06,1583479,2021-11-04,811693,767200,4586,0,,1544.6
46,Manitoba,2021-11-06,2097725,2021-11-04,1049252,1007812,44723,0,,2558.6
13,New Brunswick,2021-11-06,1243384,2021-11-04,646398,596986,,1,1210,1215.0
10,Newfoundland and Labrador,2021-11-06,873688,2021-11-03,452756,421154,,0,,876.7
11,Prince Edward Island,2021-11-06,267042,2021-11-03,136307,128932,,0,,335.1
61,Northwest Territories,2021-11-06,72045,2021-10-30,36975,35070,,0,,73.4
62,Nunavut,2021-11-06,49251,2021-11-02,26247,23004,,0,,69.7
60,Yukon,2021-11-06,69358,2021-11-04,34358,33170,1830,0,,228.0
1,Canada,2021-11-07,58770174,2021-11-07,29784578,28356200,481203,1,16854,58294.9
24,Quebec,2021-11-07,13301485,2021-11-04,6714880,6435931,,0,,11132.3
35,Ontario,2021-11-07,22606903,2021-11-06,11528900,11078003,,1,12754,13169.4
59,British Columbia,2021-11-07,8311858,2021-11-04,4184269,3976133,151456,0,,13287.7
48,Alberta,2021-11-07,6606404,2021-11-04,3285428,3042368,278608,0,,11181.6
47,Saskatchewan,2021-11-07,1686272,2021-11-06,876843,809429,,1,2820,2647.4
12,Nova Scotia,2021-11-07,1583479,2021-11-04,811693,767200,4586,0,,1544.6
46,Manitoba,2021-11-07,2097725,2021-11-04,1049252,1007812,44723,0,,2558.6
13,New Brunswick,2021-11-07,1244664,2021-11-05,646670,597994,,1,1280,1190.3
10,Newfoundland and Labrador,2021-11-07,873688,2021-11-03,452756,421154,,0,,876.7
11,Prince Edward Island,2021-11-07,267042,2021-11-03,136307,128932,,0,,335.1
61,Northwest Territories,2021-11-07,72045,2021-10-30,36975,35070,,0,,73.4
62,Nunavut,2021-11-07,49251,2021-11-02,26247,23004,,0,,69.7
60,Yukon,2021-11-07,69358,2021-11-04,34358,33170,1830,0,,228.0
1,Canada,2021-11-08,58887901,2021-11-08,29802277,28410655,502671,1,117727,59426.1
24,Quebec,2021-11-08,13329219,2021-11-07,6714880,6446781,,1,27734,11396.4
35,Ontario,2021-11-08,22623960,2021-11-07,11534328,11089632,,1,17057,14545.1
59,British Columbia,2021-11-08,8346993,2021-11-07,4188736,3988941,169316,1,35135,13775.3
48,Alberta,2021-11-08,6631562,2021-11-07,3290440,3055861,278608,1,25158,10255.0
47,Saskatchewan,2021-11-08,1688004,2021-11-07,877331,810673,,1,1732,2599.4
12,Nova Scotia,2021-11-08,1586285,2021-11-07,812445,768658,5182,1,2806,1445.1
46,Manitoba,2021-11-08,2104732,2021-11-07,1050468,1010023,47735,1,7007,2657.9
13,New Brunswick,2021-11-08,1245193,2021-11-06,646769,598424,,1,529,1173.0
10,Newfoundland and Labrador,2021-11-08,873688,2021-11-03,452756,421154,,0,,876.7
11,Prince Edward Island,2021-11-08,267042,2021-11-03,136307,128932,,0,,335.1
61,Northwest Territories,2021-11-08,72614,2021-11-06,37212,35402,,1,569,81.3
62,Nunavut,2021-11-08,49251,2021-11-02,26247,23004,,0,,69.7
60,Yukon,2021-11-08,69358,2021-11-04,34358,33170,1830,0,,216.0
1,Canada,2021-11-09,58951632,2021-11-09,29817969,28434300,533529,1,63731,62210.7
24,Quebec,2021-11-09,13339503,2021-11-08,6722925,6448784,,1,10284,11328.6
35,Ontario,2021-11-09,22637009,2021-11-08,11539002,11098007,,1,13049,14441.6
59,British Columbia,2021-11-09,8361935,2021-11-08,4187281,3992679,181975,1,14942,14051.4
48,Alberta,2021-11-09,6649757,2021-11-08,3293312,3062147,294298,1,18195,12854.3
47,Saskatchewan,2021-11-09,1688992,2021-11-08,877682,811310,,1,988,2606.3
12,Nova Scotia,2021-11-09,1588158,2021-11-08,812812,769498,5848,1,1873,1527.9
46,Manitoba,2021-11-09,2107234,2021-11-08,1050960,1010722,49578,1,2502,2707.4
13,New Brunswick,2021-11-09,1246187,2021-11-07,647011,599176,,1,994,1130.6
10,Newfoundland and Labrador,2021-11-09,873688,2021-11-03,452756,421154,,0,,876.7
11,Prince Edward Island,2021-11-09,267946,2021-11-06,136411,129247,,1,904,319.0
61,Northwest Territories,2021-11-09,72614,2021-11-06,37212,35402,,0,,81.3
62,Nunavut,2021-11-09,49251,2021-11-02,26247,23004,,0,,69.7
60,Yukon,2021-11-09,69358,2021-11-04,34358,33170,1830,0,,216.0
1,Canada,2021-11-10,59038552,2021-11-10,29840438,28469605,554720,1,86920,63807.3
24,Quebec,2021-11-10,13350764,2021-11-09,6722925,6451627,,1,11261,11270.0
35,Ontario,2021-11-10,22652266,2021-11-09,11544508,11107758,,1,15257,14202.1
59,British Columbia,2021-11-10,8397798,2021-11-09,4199747,4006110,191941,1,35863,17085.7
48,Alberta,2021-11-10,6663471,2021-11-09,3295383,3066646,301442,1,13714,11434.6
47,Saskatchewan,2021-11-10,1691524,2021-11-09,878546,812978,,1,2532,2635.4
12,Nova Scotia,2021-11-10,1590862,2021-11-09,813329,770891,6642,1,2704,1647.0
46,Manitoba,2021-11-10,2109981,2021-11-09,1051420,1011444,51606,1,2747,2739.3
13,New Brunswick,2021-11-10,1247231,2021-11-08,647338,599893,,1,1044,1132.1
10,Newfoundland and Labrador,2021-11-10,873688,2021-11-03,452756,421154,,0,,876.7
11,Prince Edward Island,2021-11-10,267946,2021-11-06,136411,129247,,0,,319.0
61,Northwest Territories,2021-11-10,72614,2021-11-06,37212,35402,,0,,81.3
62,Nunavut,2021-11-10,49644,2021-11-09,26416,23228,,1,393,56.1
60,Yukon,2021-11-10,70763,2021-11-09,34447,33227,3089,1,1405,327.9
1,Canada,2021-11-11,59075596,2021-11-11,29847841,28487986,554720,1,37044,58229.6
24,Quebec,2021-11-11,13365365,2021-11-10,6722925,6455788,,1,14601,11427.9
35,Ontario,2021-11-11,22668228,2021-11-10,11550229,11117999,,1,15962,14112.7
59,British Columbia,2021-11-11,8397798,2021-11-09,4199747,4006110,191941,0,,14564.6
48,Alberta,2021-11-11,6663471,2021-11-09,3295383,3066646,301442,0,,9838.1
47,Saskatchewan,2021-11-11,1694504,2021-11-10,879477,815027,,1,2980,2581.6
12,Nova Scotia,2021-11-11,1590862,2021-11-09,813329,770891,6642,0,,1362.0
46,Manitoba,2021-11-11,2109981,2021-11-09,1051420,1011444,51606,0,,2272.4
13,New Brunswick,2021-11-11,1248811,2021-11-09,647802,601009,,1,1580,1201.4
10,Newfoundland and Labrador,2021-11-11,873688,2021-11-03,452756,421154,,0,,0.0
11,Prince Edward Island,2021-11-11,269867,2021-11-09,136698,130061,,1,1921,403.6
61,Northwest Territories,2021-11-11,72614,2021-11-06,37212,35402,,0,,81.3
62,Nunavut,2021-11-11,49644,2021-11-09,26416,23228,,0,,56.1
60,Yukon,2021-11-11,70763,2021-11-09,34447,33227,3089,0,,327.9
1,Canada,2021-11-12,59170170,2021-11-12,29870084,28526407,583873,1,94574,61495.7
24,Quebec,2021-11-12,13379659,2021-11-11,6729319,6460362,,1,14294,11167.7
35,Ontario,2021-11-12,22681696,2021-11-11,11555033,11126663,,1,13468,13765.1
59,British Columbia,2021-11-12,8423484,2021-11-11,4203203,4013176,207105,1,25686,15946.6
48,Alberta,2021-11-12,6686587,2021-11-11,3299045,3075466,312076,1,23116,11454.7
47,Saskatchewan,2021-11-12,1697253,2021-11-11,880292,816961,,1,2749,2486.0
12,Nova Scotia,2021-11-12,1593242,2021-11-11,813798,772138,7306,1,2380,1394.7
46,Manitoba,2021-11-12,2114754,2021-11-11,1052215,1012816,54297,1,4773,2432.7
13,New Brunswick,2021-11-12,1248824,2021-11-10,647805,601019,,1,13,950.0
10,Newfoundland and Labrador,2021-11-12,881783,2021-11-11,454601,425888,,1,8095,1156.4
11,Prince Edward Island,2021-11-12,269867,2021-11-09,136698,130061,,0,,403.6
61,Northwest Territories,2021-11-12,72614,2021-11-06,37212,35402,,0,,81.3
62,Nunavut,2021-11-12,49644,2021-11-09,26416,23228,,0,,56.1
60,Yukon,2021-11-12,70763,2021-11-09,34447,33227,3089,0,,200.7
1,Canada,2021-11-13,59190483,2021-11-13,29876708,28540096,583873,1,20313,62451.9
24,Quebec,2021-11-13,13379659,2021-11-11,6729319,6460362,,0,,11167.7
35,Ontario,2021-11-13,22699834,2021-11-12,11561111,11138723,,1,18138,15097.9
59,British Columbia,2021-11-13,8423484,2021-11-11,4203203,4013176,207105,0,,15946.6
48,Alberta,2021-11-13,6686587,2021-11-11,3299045,3075466,312076,0,,11454.7
47,Saskatchewan,2021-11-13,1698068,2021-11-12,880550,817518,,1,815,2088.0
12,Nova Scotia,2021-11-13,1593242,2021-11-11,813798,772138,7306,0,,1394.7
46,Manitoba,2021-11-13,2114754,2021-11-11,1052215,1012816,54297,0,,2432.7
13,New Brunswick,2021-11-13,1250184,2021-11-11,648093,602091,,1,1360,971.4
10,Newfoundland and Labrador,2021-11-13,881783,2021-11-11,454601,425888,,0,,1156.4
11,Prince Edward Island,2021-11-13,269867,2021-11-09,136698,130061,,0,,403.6
61,Northwest Territories,2021-11-13,72614,2021-11-06,37212,35402,,0,,81.3
62,Nunavut,2021-11-13,49644,2021-11-09,26416,23228,,0,,56.1
60,Yukon,2021-11-13,70763,2021-11-09,34447,33227,3089,0,,200.7
1,Canada,2021-11-14,59206899,2021-11-14,29881847,28551373,583873,1,16416,62389.3
24,Quebec,2021-11-14,13379659,2021-11-11,6729319,6460362,,0,,11167.7
35,Ontario,2021-11-14,22712900,2021-11-13,11565488,11147412,,1,13066,15142.4
59,British Columbia,2021-11-14,8423484,2021-11-11,4203203,4013176,207105,0,,15946.6
48,Alberta,2021-11-14,6686587,2021-11-11,3299045,3075466,312076,0,,11454.7
47,Saskatchewan,2021-11-14,1700116,2021-11-13,881046,819070,,1,2048,1977.7
12,Nova Scotia,2021-11-14,1593242,2021-11-11,813798,772138,7306,0,,1394.7
46,Manitoba,2021-11-14,2114754,2021-11-11,1052215,1012816,54297,0,,2432.7
13,New Brunswick,2021-11-14,1251486,2021-11-12,648359,603127,,1,1302,974.6
10,Newfoundland and Labrador,2021-11-14,881783,2021-11-11,454601,425888,,0,,1156.4
11,Prince Edward Island,2021-11-14,269867,2021-11-09,136698,130061,,0,,403.6
61,Northwest Territories,2021-11-14,72614,2021-11-06,37212,35402,,0,,81.3
62,Nunavut,2021-11-14,49644,2021-11-09,26416,23228,,0,,56.1
60,Yukon,2021-11-14,70763,2021-11-09,34447,33227,3089,0,,200.7
1,Canada,2021-11-15,59333594,2021-11-15,29896847,28596073,634089,1,126695,63670.4
24,Quebec,2021-11-15,13406962,2021-11-14,6729319,6471214,,1,27303,11106.1
35,Ontario,2021-11-15,22720151,2021-11-14,11568029,11152122,,1,7251,13741.6
59,British Columbia,2021-11-15,8466077,2021-11-14,4208704,4023912,233461,1,42593,17012.0
48,Alberta,2021-11-15,6717007,2021-11-14,3304235,3089894,322878,1,30420,12206.4
47,Saskatchewan,2021-11-15,1701145,2021-11-14,881300,819845,,1,1029,1877.3
12,Nova Scotia,2021-11-15,1595200,2021-11-14,814193,773294,7713,1,1958,1273.6
46,Manitoba,2021-11-15,2119969,2021-11-14,1053207,1014517,56491,1,5215,2176.7
13,New Brunswick,2021-11-15,1251831,2021-11-13,648424,603407,,1,345,948.3
10,Newfoundland and Labrador,2021-11-15,881783,2021-11-11,454601,425888,,0,,1156.4
11,Prince Edward Island,2021-11-15,269867,2021-11-09,136698,130061,,0,,403.6
61,Northwest Territories,2021-11-15,81993,2021-11-13,37212,35402,9379,1,9379,1339.9
62,Nunavut,2021-11-15,49644,2021-11-09,26416,23228,,0,,56.1
60,Yukon,2021-11-15,71965,2021-11-14,34509,33289,4167,1,1202,372.4
1,Canada,2021-11-16,59394900,2021-11-16,29907136,28621229,645045,1,61306,63324
24,Quebec,2021-11-16,13417482,2021-11-15,6729319,6473439,,1,10520,11139.9
35,Ontario,2021-11-16,22733297,2021-11-15,11572794,11160503,,1,13146,13755.4
59,British Columbia,2021-11-16,8478096,2021-11-15,4209074,4026399,242623,1,12019,16594.4
48,Alberta,2021-11-16,6730737,2021-11-15,3306889,3095778,322878,1,13730,11568.6
47,Saskatchewan,2021-11-16,1701734,2021-11-15,881516,820218,,1,589,1820.3
12,Nova Scotia,2021-11-16,1596720,2021-11-15,814472,774025,8223,1,1520,1223.1
46,Manitoba,2021-11-16,2122144,2021-11-15,1053657,1015182,57775,1,2175,2130.0
13,New Brunswick,2021-11-16,1253011,2021-11-14,648702,604309,,1,1180,974.9
10,Newfoundland and Labrador,2021-11-16,886377,2021-11-15,455475,428618,,1,4594,1812.7
11,Prince Edward Island,2021-11-16,271222,2021-11-13,136868,130594,,1,1355,468.0
61,Northwest Territories,2021-11-16,81993,2021-11-13,37212,35402,9379,0,,1339.9
62,Nunavut,2021-11-16,50122,2021-11-15,26649,23473,,1,478,124.4
60,Yukon,2021-11-16,71965,2021-11-14,34509,33289,4167,0,,372.4
1,Canada,2021-11-17,59470522,2021-11-17,29924848,28653601,668944,1,75622,61710
24,Quebec,2021-11-17,13426694,2021-11-16,6729319,6475721,,1,9212,10847.1
35,Ontario,2021-11-17,22748337,2021-11-16,11578570,11169767,,1,15040,13724.4
59,British Columbia,2021-11-17,8496444,2021-11-16,4211607,4029600,255237,1,18348,14092.3
48,Alberta,2021-11-17,6740264,2021-11-16,3308633,3100117,331514,1,9527,10970.4
47,Saskatchewan,2021-11-17,1703773,2021-11-16,882114,821659,,1,2039,1749.9
12,Nova Scotia,2021-11-17,1613097,2021-11-16,820565,783666,8866,1,16377,3176.4
46,Manitoba,2021-11-17,2124592,2021-11-16,1054119,1015940,59102,1,2448,2087.3
13,New Brunswick,2021-11-17,1254846,2021-11-15,649144,605702,,1,1835,1087.9
10,Newfoundland and Labrador,2021-11-17,886377,2021-11-15,455475,428618,,0,,1812.7
11,Prince Edward Island,2021-11-17,271222,2021-11-13,136868,130594,,0,,468.0
61,Northwest Territories,2021-11-17,81993,2021-11-13,37212,35402,9379,0,,1339.9
62,Nunavut,2021-11-17,50122,2021-11-15,26649,23473,,0,,68.3
60,Yukon,2021-11-17,72761,2021-11-16,34573,33342,4846,1,796,285.4
1,Canada,2021-11-18,59546002,2021-11-18,29940254,28683803,688998,1,75480,67200.9
24,Quebec,2021-11-18,13438859,2021-11-17,6729319,6479205,,1,12165,10499.1
35,Ontario,2021-11-18,22762199,2021-11-17,11583723,11178476,,1,13862,13424.4
59,British Columbia,2021-11-18,8514600,2021-11-17,4212421,4033317,268862,1,18156,16686.0
48,Alberta,2021-11-18,6762812,2021-11-17,3316395,3110407,336010,1,22548,14191.6
47,Saskatchewan,2021-11-18,1705276,2021-11-17,882522,822754,,1,1503,1538.9
12,Nova Scotia,2021-11-18,1614902,2021-11-17,820931,784644,9327,1,1805,3434.3
46,Manitoba,2021-11-18,2127792,2021-11-17,1054682,1016845,60574,1,3200,2544.4
13,New Brunswick,2021-11-18,1255572,2021-11-16,649322,606250,,1,726,965.9
10,Newfoundland and Labrador,2021-11-18,886377,2021-11-15,455475,428618,,0,,1812.7
11,Prince Edward Island,2021-11-18,272737,2021-11-17,137030,131070,,1,1515,410.0
61,Northwest Territories,2021-11-18,81993,2021-11-13,37212,35402,9379,0,,1339.9
62,Nunavut,2021-11-18,50122,2021-11-15,26649,23473,,0,,68.3
60,Yukon,2021-11-18,72761,2021-11-16,34573,33342,4846,0,,285.4
1,Canada,2021-11-19,59617259,2021-11-19,29965463,28712982,710636,1,71257,63869.9
24,Quebec,2021-11-19,13451122,2021-11-18,6742888,6483215,,1,12263,10209.0
35,Ontario,2021-11-19,22776096,2021-11-18,11588750,11187346,,1,13897,13485.7
59,British Columbia,2021-11-19,8535388,2021-11-18,4214237,4037425,283726,1,20788,15986.3
48,Alberta,2021-11-19,6772885,2021-11-18,3318186,3114592,340107,1,10073,12328.3
47,Saskatchewan,2021-11-19,1707308,2021-11-18,883040,824268,,1,2032,1436.4
12,Nova Scotia,2021-11-19,1616350,2021-11-18,821241,785380,9729,1,1448,3301.1
46,Manitoba,2021-11-19,2130711,2021-11-18,1055226,1017685,62219,1,2919,2279.6
13,New Brunswick,2021-11-19,1257216,2021-11-17,649765,607451,,1,1644,1198.9
10,Newfoundland and Labrador,2021-11-19,891850,2021-11-18,456634,432275,,1,5473,1438.1
11,Prince Edward Island,2021-11-19,272737,2021-11-17,137030,131070,,0,,410.0
61,Northwest Territories,2021-11-19,81993,2021-11-13,37212,35402,9379,0,,1339.9
62,Nunavut,2021-11-19,50122,2021-11-15,26649,23473,,0,,68.3
60,Yukon,2021-11-19,73481,2021-11-18,34605,33400,5476,1,720,388.3
1,Canada,2021-11-20,59635768,2021-11-20,29971793,28725161,710636,1,18509,63612.1
24,Quebec,2021-11-20,13451122,2021-11-18,6742888,6483215,,0,,10209.0
35,Ontario,2021-11-20,22791463,2021-11-19,11594309,11197154,,1,15367,13089.9
59,British Columbia,2021-11-20,8535388,2021-11-18,4214237,4037425,283726,0,,15986.3
48,Alberta,2021-11-20,6772885,2021-11-18,3318186,3114592,340107,0,,12328.3
47,Saskatchewan,2021-11-20,1709785,2021-11-19,883654,826131,,1,2477,1673.9
12,Nova Scotia,2021-11-20,1616350,2021-11-18,821241,785380,9729,0,,3301.1
46,Manitoba,2021-11-20,2130711,2021-11-18,1055226,1017685,62219,0,,2279.6
13,New Brunswick,2021-11-20,1257881,2021-11-18,649922,607959,,1,665,1099.6
10,Newfoundland and Labrador,2021-11-20,891850,2021-11-18,456634,432275,,0,,1438.1
11,Prince Edward Island,2021-11-20,272737,2021-11-17,137030,131070,,0,,410.0
61,Northwest Territories,2021-11-20,81993,2021-11-13,37212,35402,9379,0,,1339.9
62,Nunavut,2021-11-20,50122,2021-11-15,26649,23473,,0,,68.3
60,Yukon,2021-11-20,73481,2021-11-18,34605,33400,5476,0,,388.3
1,Canada,2021-11-21,59650039,2021-11-21,29976581,28734644,710636,1,14271,63305.7
24,Quebec,2021-11-21,13451122,2021-11-18,6742888,6483215,,0,,10209.0
35,Ontario,2021-11-21,22802867,2021-11-20,11598368,11204499,,1,11404,12852.4
59,British Columbia,2021-11-21,8535388,2021-11-18,4214237,4037425,283726,0,,15986.3
48,Alberta,2021-11-21,6772885,2021-11-18,3318186,3114592,340107,0,,12328.3
47,Saskatchewan,2021-11-21,1711638,2021-11-20,884112,827526,,1,1853,1646.0
12,Nova Scotia,2021-11-21,1616350,2021-11-18,821241,785380,9729,0,,3301.1
46,Manitoba,2021-11-21,2130711,2021-11-18,1055226,1017685,62219,0,,2279.6
13,New Brunswick,2021-11-21,1258895,2021-11-19,650193,608702,,1,1014,1058.4
10,Newfoundland and Labrador,2021-11-21,891850,2021-11-18,456634,432275,,0,,1438.1
11,Prince Edward Island,2021-11-21,272737,2021-11-17,137030,131070,,0,,410.0
61,Northwest Territories,2021-11-21,81993,2021-11-13,37212,35402,9379,0,,1339.9
62,Nunavut,2021-11-21,50122,2021-11-15,26649,23473,,0,,68.3
60,Yukon,2021-11-21,73481,2021-11-18,34605,33400,5476,0,,388.3
1,Canada,2021-11-22,59756190,2021-11-22,29990053,28771008,833271,1,106151,60370.9
24,Quebec,2021-11-22,13472496,2021-11-21,6742888,6492517,,1,21374,9362.0
35,Ontario,2021-11-22,22809355,2021-11-21,11600688,11208667,,1,6488,12743.4
59,British Columbia,2021-11-22,8578633,2021-11-21,4217949,4045916,314768,1,43245,16079.4
48,Alberta,2021-11-22,6796955,2021-11-21,3323770,3125460,347725,1,24070,11421.1
47,Saskatchewan,2021-11-22,1712677,2021-11-21,884377,828300,78383,1,1039,1647.4
12,Nova Scotia,2021-11-22,1616350,2021-11-18,821241,785380,9729,0,,3021.4
46,Manitoba,2021-11-22,2136367,2021-11-21,1056395,1019565,64835,1,5656,2342.6
13,New Brunswick,2021-11-22,1259312,2021-11-20,650294,609018,,1,417,1068.7
10,Newfoundland and Labrador,2021-11-22,891850,2021-11-18,456634,432275,,0,,1438.1
11,Prince Edward Island,2021-11-22,272737,2021-11-17,137030,131070,,0,,410.0
61,Northwest Territories,2021-11-22,85155,2021-11-20,37495,35918,11742,1,3162,451.7
