pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,updated,numdelta_all_administered,numavglast7_all_administered
62,Nunavut,2021-11-22,50122,2021-11-15,26649,23473,,0,,68.3
60,Yukon,2021-11-22,74181,2021-11-21,34643,33449,6089,1,700,316.6
1,Canada,2021-11-23,59781835,2021-11-23,29990882,28780190,854578,1,25645,55276.4
24,Quebec,2021-11-23,13478504,2021-11-22,6750085,6494383,,1,6008,8717.4
35,Ontario,2021-11-23,22820451,2021-11-22,11604876,11215575,,1,11096,12450.6
59,British Columbia,2021-11-23,8568132,2021-11-22,4203360,4037586,327186,1,-10501,12862.3
48,Alberta,2021-11-23,6807172,2021-11-22,3325924,3129830,351418,1,10217,10919.3
47,Saskatchewan,2021-11-23,1713156,2021-11-22,884480,828676,82216,1,479,1631.7
12,Nova Scotia,2021-11-23,1616350,2021-11-18,821241,785380,9729,0,,2804.3
46,Manitoba,2021-11-23,2139124,2021-11-22,1056883,1020280,66198,1,2757,2425.7
13,New Brunswick,2021-11-23,1259658,2021-11-21,650371,609287,,1,346,949.6
10,Newfoundland and Labrador,2021-11-23,895161,2021-11-22,457342,434439,,1,3311,1254.9
11,Prince Edward Island,2021-11-23,274022,2021-11-20,137203,131597,,1,1285,400.0
61,Northwest Territories,2021-11-23,85155,2021-11-20,37495,35918,11742,0,,451.7
62,Nunavut,2021-11-23,50769,2021-11-22,26979,23790,,1,647,92.4
60,Yukon,2021-11-23,74181,2021-11-21,34643,33449,6089,0,,316.6
1,Canada,2021-11-24,59842420,2021-11-24,30001634,28800974,879038,1,60585,53128.3
24,Quebec,2021-11-24,13485440,2021-11-23,6750085,6496445,,1,6936,8392.3
35,Ontario,2021-11-24,22833157,2021-11-23,11609824,11223333,,1,12706,12117.1
59,British Columbia,2021-11-24,8587520,2021-11-23,4204707,4040283,342530,1,19388,13010.9
48,Alberta,2021-11-24,6816267,2021-11-23,3328081,3133660,354525,1,9095,10857.6
47,Saskatchewan,2021-11-24,1714522,2021-11-23,884833,829689,82216,1,1366,1535.6
12,Nova Scotia,2021-11-24,1622765,2021-11-23,822252,787353,13160,1,6415,1381.1
46,Manitoba,2021-11-24,2142030,2021-11-23,1057409,1021036,68108,1,2906,2491.1
13,New Brunswick,2021-11-24,1260532,2021-11-22,650660,609872,,1,874,812.3
10,Newfoundland and Labrador,2021-11-24,895161,2021-11-22,457342,434439,,0,,1254.9
11,Prince Edward Island,2021-11-24,274022,2021-11-20,137203,131597,,0,,400.0
61,Northwest Territories,2021-11-24,85155,2021-11-20,37495,35918,11742,0,,451.7
62,Nunavut,2021-11-24,50769,2021-11-22,26979,23790,,0,,92.4
60,Yukon,2021-11-24,75080,2021-11-23,34764,33559,6757,1,899,331.3
1,Canada,2021-11-25,59913206,2021-11-25,30012303,28822777,903188,1,70786,52457.7
24,Quebec,2021-11-25,13501953,2021-11-24,6750085,6499347,,1,16513,9013.4
35,Ontario,2021-11-25,22845723,2021-11-24,11614857,11230866,,1,12566,11932.0
59,British Columbia,2021-11-25,8609643,2021-11-24,4206138,4043675,359830,1,22123,13577.6
48,Alberta,2021-11-25,6825144,2021-11-24,3330134,3137263,357747,1,8877,8904.6
47,Saskatchewan,2021-11-25,1716356,2021-11-24,885288,831068,82216,1,1834,1582.9
12,Nova Scotia,2021-11-25,1625969,2021-11-24,822706,788242,15021,1,3204,1581.0
46,Manitoba,2021-11-25,2145084,2021-11-24,1058034,1021847,69875,1,3054,2470.3
13,New Brunswick,2021-11-25,1261839,2021-11-23,651049,610790,,1,1307,895.3
10,Newfoundland and Labrador,2021-11-25,895161,2021-11-22,457342,434439,,0,,1254.9
11,Prince Edward Island,2021-11-25,275330,2021-11-24,137432,131973,,1,1308,370.4
61,Northwest Territories,2021-11-25,85155,2021-11-20,37495,35918,11742,0,,451.7
62,Nunavut,2021-11-25,50769,2021-11-22,26979,23790,,0,,92.4
60,Yukon,2021-11-25,75080,2021-11-23,34764,33559,6757,0,,331.3
1,Canada,2021-11-26,59999590,2021-11-26,30055120,28847644,926615,1,86384,54618.7
24,Quebec,2021-11-26,13521416,2021-11-25,6771077,6503154,,1,19463,10042.0
35,Ontario,2021-11-26,22865543,2021-11-25,11627085,11238458,,1,19820,12778.1
59,British Columbia,2021-11-26,8630478,2021-11-25,4207621,4046967,375890,1,20835,13584.3
48,Alberta,2021-11-26,6834512,2021-11-25,3332163,3140962,361387,1,9368,8803.9
47,Saskatchewan,2021-11-26,1720540,2021-11-25,888029,832511,82216,1,4184,1890.3
12,Nova Scotia,2021-11-26,1628737,2021-11-25,823105,788942,16690,1,2768,1769.6
46,Manitoba,2021-11-26,2148866,2021-11-25,1059615,1022543,71573,1,3782,2593.6
13,New Brunswick,2021-11-26,1262589,2021-11-24,651251,611338,,1,750,767.6
10,Newfoundland and Labrador,2021-11-26,900075,2021-11-25,458436,437457,,1,4914,1175.0
11,Prince Edward Island,2021-11-26,275330,2021-11-24,137432,131973,,0,,370.4
61,Northwest Territories,2021-11-26,85155,2021-11-20,37495,35918,11742,0,,451.7
62,Nunavut,2021-11-26,50769,2021-11-22,26979,23790,,0,,92.4
60,Yukon,2021-11-26,75580,2021-11-25,34832,33631,7117,1,500,299.9
1,Canada,2021-11-27,60037071,2021-11-27,30083130,28857115,926615,1,37481,57329.0
24,Quebec,2021-11-27,13521416,2021-11-25,6771077,6503154,,0,,10042.0
35,Ontario,2021-11-27,22895217,2021-11-26,11649577,11245640,,1,29674,14822.0
59,British Columbia,2021-11-27,8630478,2021-11-25,4207621,4046967,375890,0,,13584.3
48,Alberta,2021-11-27,6834512,2021-11-25,3332163,3140962,361387,0,,8803.9
47,Saskatchewan,2021-11-27,1726722,2021-11-26,892927,833795,82216,1,6182,2419.6
12,Nova Scotia,2021-11-27,1628737,2021-11-25,823105,788942,16690,0,,1769.6
46,Manitoba,2021-11-27,2148866,2021-11-25,1059615,1022543,71573,0,,2593.6
13,New Brunswick,2021-11-27,1264214,2021-11-25,651871,612343,,1,1625,904.7
10,Newfoundland and Labrador,2021-11-27,900075,2021-11-25,458436,437457,,0,,1175.0
11,Prince Edward Island,2021-11-27,275330,2021-11-24,137432,131973,,0,,370.4
61,Northwest Territories,2021-11-27,85155,2021-11-20,37495,35918,11742,0,,451.7
62,Nunavut,2021-11-27,50769,2021-11-22,26979,23790,,0,,92.4
60,Yukon,2021-11-27,75580,2021-11-25,34832,33631,7117,0,,299.9
1,Canada,2021-11-28,60077432,2021-11-28,30116855,28863751,926615,1,40361,61056.1
24,Quebec,2021-11-28,13521416,2021-11-25,6771077,6503154,,0,,10042.0
35,Ontario,2021-11-28,22928466,2021-11-27,11677477,11250989,,1,33249,17942.7
59,British Columbia,2021-11-28,8630478,2021-11-25,4207621,4046967,375890,0,,13584.3
48,Alberta,2021-11-28,6834512,2021-11-25,3332163,3140962,361387,0,,8803.9
47,Saskatchewan,2021-11-28,1731919,2021-11-27,897234,834685,82216,1,5197,2897.3
12,Nova Scotia,2021-11-28,1628737,2021-11-25,823105,788942,16690,0,,1769.6
46,Manitoba,2021-11-28,2148866,2021-11-25,1059615,1022543,71573,0,,2593.6
13,New Brunswick,2021-11-28,1266129,2021-11-26,653389,612740,,1,1915,1033.4
10,Newfoundland and Labrador,2021-11-28,900075,2021-11-25,458436,437457,,0,,1175.0
11,Prince Edward Island,2021-11-28,275330,2021-11-24,137432,131973,,0,,370.4
61,Northwest Territories,2021-11-28,85155,2021-11-20,37495,35918,11742,0,,451.7
62,Nunavut,2021-11-28,50769,2021-11-22,26979,23790,,0,,92.4
60,Yukon,2021-11-28,75580,2021-11-25,34832,33631,7117,0,,299.9
1,Canada,2021-11-29,60272131,2021-11-29,30171645,28892448,971778,1,194699,73705.9
24,Quebec,2021-11-29,13594078,2021-11-28,6771077,6509899,,1,72662,17368.9
35,Ontario,2021-11-29,22950908,2021-11-28,11696852,11254056,,1,22442,20221.9
59,British Columbia,2021-11-29,8672194,2021-11-28,4210706,4054196,407292,1,41716,13365.9
48,Alberta,2021-11-29,6872448,2021-11-28,3354302,3149325,368821,1,37936,10784.7
47,Saskatchewan,2021-11-29,1736584,2021-11-28,901403,835181,82216,1,4665,3415.3
12,Nova Scotia,2021-11-29,1632289,2021-11-28,823591,789898,18800,1,3552,2277.0
46,Manitoba,2021-11-29,2162719,2021-11-28,1068524,1023931,74997,1,13853,3764.6
13,New Brunswick,2021-11-29,1262605,2021-11-27,649682,612923,,1,-3524,470.4
10,Newfoundland and Labrador,2021-11-29,900075,2021-11-25,458436,437457,,0,,1175.0
11,Prince Edward Island,2021-11-29,275330,2021-11-24,137432,131973,,0,,370.4
61,Northwest Territories,2021-11-29,86549,2021-11-27,37827,36187,12535,1,1394,199.1
62,Nunavut,2021-11-29,50769,2021-11-22,26979,23790,,0,,92.4
60,Yukon,2021-11-29,75583,2021-11-28,34834,33632,7117,1,3,200.3
1,Canada,2021-11-30,60373862,2021-11-30,30287209,28909481,1000216,1,101731,84575.3
24,Quebec,2021-11-30,13614288,2021-11-29,6842677,6511629,,1,20210,19397.7
35,Ontario,2021-11-30,22978037,2021-11-29,11718308,11259729,,1,27129,22512.3
59,British Columbia,2021-11-30,8688112,2021-11-29,4212517,4056228,419367,1,15918,17140.0
48,Alberta,2021-11-30,6890791,2021-11-29,3364415,3152894,373482,1,18343,11945.6
47,Saskatchewan,2021-11-30,1739204,2021-11-29,903837,835367,89965,1,2620,3721.1
12,Nova Scotia,2021-11-30,1635675,2021-11-29,824075,790742,20858,1,3386,2760.7
46,Manitoba,2021-11-30,2167199,2021-11-29,1070973,1024414,76892,1,4480,4010.7
13,New Brunswick,2021-11-30,1263749,2021-11-28,650559,613190,,1,1144,584.4
10,Newfoundland and Labrador,2021-11-30,906175,2021-11-29,462403,439047,,1,6100,1573.4
11,Prince Edward Island,2021-11-30,277276,2021-11-27,137597,132385,,1,1946,464.9
61,Northwest Territories,2021-11-30,86549,2021-11-27,37827,36187,12535,0,,199.1
62,Nunavut,2021-11-30,51224,2021-11-29,27187,24037,,1,455,65.0
60,Yukon,2021-11-30,75583,2021-11-28,34834,33632,7117,0,,200.3
1,Canada,2021-12-01,60491081,2021-12-01,30337576,28928426,1025855,1,117219,92665.9
24,Quebec,2021-12-01,13638420,2021-11-30,6842677,6513438,,1,24132,21854.3
35,Ontario,2021-12-01,23011482,2021-11-30,11745278,11266204,,1,33445,25475.0
59,British Columbia,2021-12-01,8709802,2021-11-30,4215768,4058944,435090,1,21690,17468.9
48,Alberta,2021-12-01,6910936,2021-11-30,3374402,3158027,378507,1,20145,13524.1
47,Saskatchewan,2021-12-01,1744634,2021-11-30,908570,836064,89965,1,5430,4301.7
12,Nova Scotia,2021-12-01,1638694,2021-11-30,824604,791542,22548,1,3019,2275.6
46,Manitoba,2021-12-01,2173874,2021-11-30,1074391,1025129,79439,1,6675,4549.1
13,New Brunswick,2021-12-01,1265542,2021-11-29,651878,613664,,1,1793,715.7
10,Newfoundland and Labrador,2021-12-01,906175,2021-11-29,462403,439047,,0,,1573.4
11,Prince Edward Island,2021-12-01,277276,2021-11-27,137597,132385,,0,,464.9
61,Northwest Territories,2021-12-01,86549,2021-11-27,37827,36187,12535,0,,199.1
62,Nunavut,2021-12-01,51224,2021-11-29,27187,24037,,0,,65.0
60,Yukon,2021-12-01,76473,2021-11-30,34994,33758,7771,1,890,199.0
1,Canada,2021-12-02,60616212,2021-12-02,30389110,28946742,1062551,1,125131,100429.4
24,Quebec,2021-12-02,13665978,2021-12-01,6842677,6515594,,1,27558,23432.1
35,Ontario,2021-12-02,23045461,2021-12-01,11773193,11272268,,1,33979,28534.0
59,British Columbia,2021-12-02,8736385,2021-12-01,4221403,4062083,452899,1,26583,18106.0
48,Alberta,2021-12-02,6927839,2021-12-01,3382688,3160902,384249,1,16903,14670.7
47,Saskatchewan,2021-12-02,1749640,2021-12-01,912442,837198,89965,1,5006,4754.9
12,Nova Scotia,2021-12-02,1643212,2021-12-01,825652,792716,24844,1,4518,2463.3
46,Manitoba,2021-12-02,2181116,2021-12-01,1077957,1025844,82811,1,7242,5147.4
13,New Brunswick,2021-12-02,1267283,2021-11-30,652945,614338,,1,1741,777.7
10,Newfoundland and Labrador,2021-12-02,906175,2021-11-29,462403,439047,,0,,1573.4
11,Prince Edward Island,2021-12-02,278877,2021-12-01,137742,132770,7477,1,1601,506.7
61,Northwest Territories,2021-12-02,86549,2021-11-27,37827,36187,12535,0,,199.1
62,Nunavut,2021-12-02,51224,2021-11-29,27187,24037,,0,,65.0
60,Yukon,2021-12-02,76473,2021-11-30,34994,33758,7771,0,,199.0
1,Canada,2021-12-03,61495494,2021-12-03,30486062,28967226,1833544,1,879282,213700.6
24,Quebec,2021-12-03,13695097,2021-12-02,6891827,6518025,,1,29119,24811.6
35,Ontario,2021-12-03,23832474,2021-12-02,11799063,11281481,738075,1,787013,138133.0
59,British Columbia,2021-12-03,8761618,2021-12-02,4227161,4064971,469486,1,25233,18734.3
48,Alberta,2021-12-03,6949321,2021-12-02,3390736,3163881,394704,1,21482,16401.3
47,Saskatchewan,2021-12-03,1753619,2021-12-02,915330,838289,89965,1,3979,4725.6
12,Nova Scotia,2021-12-03,1646458,2021-12-02,826299,793402,26757,1,3246,2531.6
46,Manitoba,2021-12-03,2188316,2021-12-02,1081766,1026502,86134,1,7200,5635.7
13,New Brunswick,2021-12-03,1268576,2021-12-01,653746,614830,,1,1293,855.3
10,Newfoundland and Labrador,2021-12-03,906175,2021-11-29,462403,439047,,0,,871.4
11,Prince Edward Island,2021-12-03,278877,2021-12-01,137742,132770,7477,0,,506.7
61,Northwest Territories,2021-12-03,86549,2021-11-27,37827,36187,12535,0,,199.1
62,Nunavut,2021-12-03,51224,2021-11-29,27187,24037,,0,,65.0
60,Yukon,2021-12-03,77190,2021-12-02,34975,33804,8411,1,717,230.0
1,Canada,2021-12-04,61580825,2021-12-04,30517467,28975122,1879460,1,85331,220536.3
24,Quebec,2021-12-04,13695097,2021-12-02,6891827,6518025,,0,,24811.6
35,Ontario,2021-12-04,23913372,2021-12-03,11827387,11288025,783991,1,80898,145450.7
59,British Columbia,2021-12-04,8761618,2021-12-02,4227161,4064971,469486,0,,18734.3
48,Alberta,2021-12-04,6949321,2021-12-02,3390736,3163881,394704,0,,16401.3
47,Saskatchewan,2021-12-04,1757538,2021-12-03,918179,839359,89965,1,3919,4402.3
12,Nova Scotia,2021-12-04,1646458,2021-12-02,826299,793402,26757,0,,2531.6
46,Manitoba,2021-12-04,2188316,2021-12-02,1081766,1026502,86134,0,,5635.7
13,New Brunswick,2021-12-04,1269090,2021-12-03,653978,615112,,1,514,696.6
10,Newfoundland and Labrador,2021-12-04,906175,2021-11-29,462403,439047,,0,,871.4
11,Prince Edward Island,2021-12-04,278877,2021-12-01,137742,132770,7477,0,,506.7
61,Northwest Territories,2021-12-04,86549,2021-11-27,37827,36187,12535,0,,199.1
62,Nunavut,2021-12-04,51224,2021-11-29,27187,24037,,0,,65.0
60,Yukon,2021-12-04,77190,2021-12-02,34975,33804,8411,0,,230.0
1,Canada,2021-12-05,61648886,2021-12-05,30554087,28980745,2188219,1,68061,224493.4
24,Quebec,2021-12-05,13695097,2021-12-02,6891827,6518025,283079,0,,24811.6
35,Ontario,2021-12-05,23976361,2021-12-04,11859860,11292723,809671,1,62989,149699.3
59,British Columbia,2021-12-05,8761618,2021-12-02,4227161,4064971,469486,0,,18734.3
48,Alberta,2021-12-05,6949321,2021-12-02,3390736,3163881,394704,0,,16401.3
47,Saskatchewan,2021-12-05,1760834,2021-12-04,920698,840136,89965,1,3296,4130.7
12,Nova Scotia,2021-12-05,1646458,2021-12-02,826299,793402,26757,0,,2531.6
46,Manitoba,2021-12-05,2188316,2021-12-02,1081766,1026502,86134,0,,5635.7
13,New Brunswick,2021-12-05,1270866,2021-12-04,655606,615260,,1,1776,676.7
10,Newfoundland and Labrador,2021-12-05,906175,2021-11-29,462403,439047,,0,,871.4
11,Prince Edward Island,2021-12-05,278877,2021-12-01,137742,132770,7477,0,,506.7
61,Northwest Territories,2021-12-05,86549,2021-11-27,37827,36187,12535,0,,199.1
62,Nunavut,2021-12-05,51224,2021-11-29,27187,24037,,0,,65.0
60,Yukon,2021-12-05,77190,2021-12-02,34975,33804,8411,0,,230.0
1,Canada,2021-12-06,61902952,2021-12-06,30632064,29007111,2261250,1,254066,232974.4
24,Quebec,2021-12-06,13776224,2021-12-05,6891827,6523513,283079,1,81127,26020.9
35,Ontario,2021-12-06,24015833,2021-12-05,11879574,11295706,826303,1,39472,152132.1
59,British Columbia,2021-12-06,8811162,2021-12-05,4247493,4071115,492554,1,49544,19852.6
48,Alberta,2021-12-06,6999288,2021-12-05,3410617,3170483,418188,1,49967,18120.0
47,Saskatchewan,2021-12-06,1763254,2021-12-05,922749,840505,89965,1,2420,3810.0
12,Nova Scotia,2021-12-06,1649412,2021-12-05,826977,793954,28481,1,2954,2446.1
46,Manitoba,2021-12-06,2205261,2021-12-05,1090357,1027945,93169,1,16945,6077.4
13,New Brunswick,2021-12-06,1272299,2021-12-05,656594,615705,,1,1433,1384.9
10,Newfoundland and Labrador,2021-12-06,913638,2021-12-03,466833,441046,,1,7463,1937.6
11,Prince Edward Island,2021-12-06,278877,2021-12-01,137742,132770,7477,0,,506.7
61,Northwest Territories,2021-12-06,88805,2021-12-04,39091,36464,13250,1,2256,322.3
62,Nunavut,2021-12-06,51224,2021-11-29,27187,24037,,0,,65.0
60,Yukon,2021-12-06,77675,2021-12-05,35023,33868,8784,1,485,298.9
1,Canada,2021-12-07,62060377,2021-12-07,30748915,29021261,2387333,1,157425,240930.7
24,Quebec,2021-12-07,13798356,2021-12-06,6964314,6524995,306826,1,22132,26295.4
35,Ontario,2021-12-07,24076464,2021-12-06,11895203,11300708,866170,1,60631,156918.1
59,British Columbia,2021-12-07,8832580,2021-12-06,4253637,4073643,505300,1,21418,20638.3
48,Alberta,2021-12-07,7028981,2021-12-06,3417349,3173052,438580,1,29693,19741.4
47,Saskatchewan,2021-12-07,1764434,2021-12-06,923638,840796,115502,1,1180,3604.3
12,Nova Scotia,2021-12-07,1657071,2021-12-06,834677,793905,28489,1,7659,3056.6
46,Manitoba,2021-12-07,2210907,2021-12-06,1092400,1028467,96490,1,5646,6244.0
13,New Brunswick,2021-12-07,1273400,2021-12-06,657477,615923,,1,1101,1378.7
10,Newfoundland and Labrador,2021-12-07,918931,2021-12-06,470172,442276,,1,5293,1822.3
11,Prince Edward Island,2021-12-07,280484,2021-12-04,137843,132966,7942,1,1607,458.3
61,Northwest Territories,2021-12-07,88805,2021-12-04,39091,36464,13250,0,,322.3
62,Nunavut,2021-12-07,52289,2021-12-06,28091,24198,,1,1065,152.1
60,Yukon,2021-12-07,77675,2021-12-05,35023,33868,8784,0,,298.9
1,Canada,2021-12-08,62246589,2021-12-08,30796570,29006697,2478489,1,186212,250786.9
24,Quebec,2021-12-08,13828450,2021-12-07,6964314,6526448,306826,1,30094,27147.1
35,Ontario,2021-12-08,24150789,2021-12-07,11915256,11306219,914723,1,74325,162758.1
59,British Columbia,2021-12-08,8859240,2021-12-07,4260376,4076278,522586,1,26660,21348.3
48,Alberta,2021-12-08,7052158,2021-12-07,3422739,3175268,454151,1,23177,20174.6
47,Saskatchewan,2021-12-08,1766694,2021-12-07,925232,841462,115502,1,2260,3151.4
12,Nova Scotia,2021-12-08,1673788,2021-12-07,843305,796117,34366,1,16717,5013.4
46,Manitoba,2021-12-08,2221246,2021-12-07,1095920,1029133,100027,1,10339,6767.4
13,New Brunswick,2021-12-08,1275525,2021-12-07,659048,616477,,1,2125,1426.1
10,Newfoundland and Labrador,2021-12-08,918931,2021-12-06,470172,442276,,0,,1822.3
11,Prince Edward Island,2021-12-08,280484,2021-12-04,137843,132966,7942,0,,458.3
61,Northwest Territories,2021-12-08,88805,2021-12-04,39091,36464,13250,0,,322.3
62,Nunavut,2021-12-08,52289,2021-12-06,28091,24198,,0,,152.1
60,Yukon,2021-12-08,78190,2021-12-07,35183,3391,9116,1,515,245.3
1,Canada,2021-12-09,62422148,2021-12-09,30835942,29021588,2568191,1,175559,257990.9
24,Quebec,2021-12-09,13863084,2021-12-08,6964314,6528560,306826,1,34634,28158.0
35,Ontario,2021-12-09,24225882,2021-12-08,11934401,11311453,965209,1,75093,168631.6
59,British Columbia,2021-12-09,8889167,2021-12-08,4267226,4079203,542738,1,29927,21826.0
48,Alberta,2021-12-09,7072355,2021-12-08,3427409,3177594,467352,1,20197,20645.1
47,Saskatchewan,2021-12-09,1769044,2021-12-08,926752,842292,115502,1,2350,2772.0
12,Nova Scotia,2021-12-09,1673788,2021-12-07,843305,796117,34366,0,,4368.0
46,Manitoba,2021-12-09,2230712,2021-12-08,1099276,1029796,104814,1,9466,7085.1
13,New Brunswick,2021-12-09,1277158,2021-12-08,660196,616962,,1,1633,1410.7
10,Newfoundland and Labrador,2021-12-09,918931,2021-12-06,470172,442276,,0,,1822.3
11,Prince Edward Island,2021-12-09,282743,2021-12-08,140526,133282,9018,1,2259,552.3
61,Northwest Territories,2021-12-09,88805,2021-12-04,39091,36464,13250,0,,322.3
62,Nunavut,2021-12-09,52289,2021-12-06,28091,24198,,0,,152.1
60,Yukon,2021-12-09,78190,2021-12-07,35183,3391,9116,0,,245.3
1,Canada,2021-12-10,62769265,2021-12-10,30916440,29060718,2779553,1,347117,181967.3
24,Quebec,2021-12-10,13898636,2021-12-09,7011881,6530822,353664,1,35552,29077.0
35,Ontario,2021-12-10,24304272,2021-12-09,11953275,11316878,1019023,1,78390,67399.7
59,British Columbia,2021-12-10,8919000,2021-12-09,4273596,4081772,563632,1,29833,22483.1
48,Alberta,2021-12-10,7094431,2021-12-09,3431976,3179921,482534,1,22076,20730.0
47,Saskatchewan,2021-12-10,1771230,2021-12-09,928188,843042,115502,1,2186,2515.9
12,Nova Scotia,2021-12-10,1671588,2021-12-09,840440,790288,40860,1,-2200,3590.0
46,Manitoba,2021-12-10,2345821,2021-12-09,1101944,1030394,109142,1,115109,22500.7
13,New Brunswick,2021-12-10,1342380,2021-12-09,661795,617387,63198,1,65222,10543.4
10,Newfoundland and Labrador,2021-12-10,918931,2021-12-06,470172,442276,,0,,1822.3
11,Prince Edward Island,2021-12-10,282743,2021-12-08,140526,133282,9018,0,,552.3
61,Northwest Territories,2021-12-10,88805,2021-12-04,39091,36464,13250,0,,322.3
62,Nunavut,2021-12-10,52289,2021-12-06,28091,24198,,0,,152.1
60,Yukon,2021-12-10,79139,2021-12-09,35465,33994,9730,1,949,278.4
1,Canada,2021-12-11,62859235,2021-12-11,30940467,29068499,2837508,1,89970,182630.0
24,Quebec,2021-12-11,13898636,2021-12-09,7011881,6530822,353664,0,,29077.0
35,Ontario,2021-12-11,24387806,2021-12-10,11974499,11323370,1074634,1,83534,67776.3
59,British Columbia,2021-12-11,8919000,2021-12-09,4273596,4081772,563632,0,,22483.1
48,Alberta,2021-12-11,7094431,2021-12-09,3431976,3179921,482534,0,,20730.0
47,Saskatchewan,2021-12-11,1773674,2021-12-10,929584,844090,115502,1,2444,2305.1
12,Nova Scotia,2021-12-11,1671588,2021-12-09,840440,790288,40860,0,,3590.0
46,Manitoba,2021-12-11,2345821,2021-12-09,1101944,1030394,109142,0,,22500.7
13,New Brunswick,2021-12-11,1346372,2021-12-10,663202,617628,65542,1,3992,11040.3
10,Newfoundland and Labrador,2021-12-11,918931,2021-12-06,470172,442276,,0,,1822.3
11,Prince Edward Island,2021-12-11,282743,2021-12-08,140526,133282,9018,0,,552.3
61,Northwest Territories,2021-12-11,88805,2021-12-04,39091,36464,13250,0,,322.3
62,Nunavut,2021-12-11,52289,2021-12-06,28091,24198,,0,,152.1
60,Yukon,2021-12-11,79139,2021-12-09,35465,33994,9730,0,,278.4
1,Canada,2021-12-12,62925745,2021-12-12,30965928,29073752,2873198,1,66510,182408.4
24,Quebec,2021-12-12,13898636,2021-12-09,7011881,6530822,353664,0,,29077.0
35,Ontario,2021-12-12,24449726,2021-12-11,11998141,11327927,1108249,1,61920,67623.6
59,British Columbia,2021-12-12,8919000,2021-12-09,4273596,4081772,563632,0,,22483.1
